src,dst,unsubscription
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
fe16bd22-b073-4e35-a2a9-7fcfee7c050f,719fc4fc-3901-469e-aedb-6363c9f12284,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,cc77e858-ddc7-4f60-af24-934044fa2741,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,5b029320-5cb4-4817-a816-bfb605e429f9,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
d8025198-1b7b-4eb2-8f0e-daa3b76479df,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,8b7facec-b904-4145-983d-1a483626c205,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,cc05a02a-5f64-4991-9107-45a5de037437,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
d8025198-1b7b-4eb2-8f0e-daa3b76479df,719fc4fc-3901-469e-aedb-6363c9f12284,1
719fc4fc-3901-469e-aedb-6363c9f12284,a0838a0a-91f5-4bed-a2d9-afe3c9c22d2b,0
719fc4fc-3901-469e-aedb-6363c9f12284,ea225295-fa2a-4a64-a908-229f0a69f4e7,0
719fc4fc-3901-469e-aedb-6363c9f12284,cc77e858-ddc7-4f60-af24-934044fa2741,0
719fc4fc-3901-469e-aedb-6363c9f12284,f9e2bb9e-64ca-4d3e-8229-18c36c4aed93,0
719fc4fc-3901-469e-aedb-6363c9f12284,5b029320-5cb4-4817-a816-bfb605e429f9,0
719fc4fc-3901-469e-aedb-6363c9f12284,f8f60ea3-b305-4916-9c05-7abc49a5e3d2,0
719fc4fc-3901-469e-aedb-6363c9f12284,5fc9d459-5e10-4671-b845-95a21f6b2ec4,0
719fc4fc-3901-469e-aedb-6363c9f12284,a0d6428a-18d8-4e9d-9fbf-1d5cdb0dbc2c,1
719fc4fc-3901-469e-aedb-6363c9f12284,8b7facec-b904-4145-983d-1a483626c205,1
719fc4fc-3901-469e-aedb-6363c9f12284,cc05a02a-5f64-4991-9107-45a5de037437,1
719fc4fc-3901-469e-aedb-6363c9f12284,6f01bc53-8725-40b8-a73c-ff74d1d22d7b,1
719fc4fc-3901-469e-aedb-6363c9f12284,fe16bd22-b073-4e35-a2a9-7fcfee7c050f,1
719fc4fc-3901-469e-aedb-6363c9f12284,d8025198-1b7b-4eb2-8f0e-daa3b76479df,1
